visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
104020,760.84,16,2,3,1,Cat41,none,www.site1.com
104021,57.3,9,9,10,1,Cat19,Type1,www.site4.com
104022,308.88,10,2,3,1,Cat57,none,www.site1.com
104023,75.0,2,2,3,1,Cat3,Type1,www.site2.com
104024,143.45,5,5,6,1,Cat4,Type2,www.site3.com
104025,24.99,1,1,2,1,Cat90,none,www.site1.com
104026,40.0,1,1,2,1,Cat8,none,www.site1.com
104027,106.33,1,1,2,1,Cat17,none,www.site1.com
104028,154.23,9,4,5,1,Cat20,none,www.site1.com
104029,44.99,1,1,2,1,Cat36,Type2,www.site5.com
104030,113.84,6,4,5,1,Cat69,none,www.site1.com
104031,16.15,2,2,3,1,Cat3,Type1,www.site2.com
104032,165.0,1,1,2,1,Cat19,none,www.site8.com
104033,203.83,5,2,4,2,Cat1,none,www.site1.com
104034,82.6,7,5,6,1,none,none,www.site1.com
104035,48.88,1,1,2,1,Cat17,none,www.site1.com
104036,159.99,1,1,2,1,Cat36,Type2,www.site5.com
104037,97.53,1,1,3,2,Cat17,none,www.site1.com
104038,99.95,1,1,2,1,Cat23,none,www.site1.com
104039,52.22,4,4,5,1,none,none,www.site1.com
104040,54.15,2,2,3,1,Cat11,none,www.site1.com
104041,45.45,2,2,3,1,Cat3,Type1,www.site2.com
104042,52.52,6,6,7,1,Cat4,Type1,www.site3.com
104043,10.06,1,1,2,1,Cat56,none,www.site1.com
104044,149.99,1,1,2,1,Cat63,none,www.site1.com
104045,69.85,3,3,5,2,Cat3,Type1,www.site2.com
104046,59.6,10,10,11,1,Cat3,Type1,www.site2.com
104047,14.3,2,2,4,2,Cat83,Type1,www.site12.com
104048,188.59,20,15,17,2,Cat3,Type1,www.site2.com
104049,44.0,3,3,4,1,Cat25,none,www.site1.com
104050,6.0,2,2,3,1,Cat3,Type1,www.site2.com
104051,67.25,5,1,2,1,Cat4,Type1,www.site3.com
104052,195.3,24,18,22,4,Cat10,none,www.site1.com
104053,129.83,1,1,2,1,Cat63,none,www.site1.com
104054,34.0,1,1,2,1,Cat31,none,www.site1.com
104055,16.0,2,2,3,1,Cat14,none,www.site1.com
104056,9.78,1,1,2,1,Cat2,none,www.site1.com
104057,578.19,33,19,22,3,Cat8,none,www.site1.com
104058,50.0,2,2,4,2,Cat10,none,www.site1.com
104059,71.8,9,9,11,2,Cat4,Type1,www.site2.com
104060,60.0,2,2,5,3,Cat14,none,www.site1.com
104061,36.0,2,1,2,1,Cat12,none,www.site1.com
104062,108.99,12,7,8,1,Cat21,none,www.site1.com
104063,218.14,23,22,23,1,Cat49,none,www.site1.com
104064,39.98,1,1,2,1,Cat5,Type2,www.site2.com
104065,95.6,3,2,3,1,none,none,www.site1.com
104066,57.65,4,2,4,2,Cat17,none,www.site1.com
104067,6.94,2,2,4,2,Cat21,none,www.site1.com
104068,13.88,2,2,4,2,Cat18,none,www.site1.com
104069,100.93,15,15,16,1,Cat41,none,www.site1.com
104070,592.92,12,5,7,2,Cat12,none,www.site1.com
104071,15.52,1,1,2,1,Cat3,Type1,www.site2.com
104072,164.67,5,4,5,1,Cat3,Type1,www.site2.com
104073,16.0,2,1,2,1,Cat3,Type1,www.site2.com
104074,245.5,16,14,16,2,Cat13,Type1,www.site2.com
104075,48.88,1,1,2,1,Cat17,none,www.site1.com
104076,63.14,9,9,10,1,Cat96,none,www.site1.com
104077,13.49,1,1,2,1,none,none,www.site1.com
104078,29.97,1,1,2,1,Cat18,none,www.site1.com
104079,35.67,2,2,3,1,Cat4,Type1,www.site3.com
104080,99.6,6,4,6,2,Cat3,Type1,www.site2.com
104081,166.07,7,7,8,1,Cat62,none,www.site1.com
104082,7.94,1,1,2,1,Cat83,Type1,www.site12.com
104083,65.27,12,10,11,1,Cat42,none,www.site1.com
104084,20.9,3,3,4,1,Cat65,none,www.site1.com
104085,98.52,15,11,12,1,Cat3,Type1,www.site2.com
104086,56.15,1,1,2,1,Cat19,Type1,www.site4.com
104087,75.84,4,2,4,2,Cat36,Type1,www.site5.com
104088,14.64,3,3,4,1,Cat1,none,www.site1.com
104089,103.52,18,18,22,4,Cat4,Type1,www.site2.com
104090,101.89,5,5,8,3,Cat65,none,www.site1.com
104091,79.97,1,1,2,1,Cat11,none,www.site1.com
104092,53.34,4,4,5,1,Cat52,none,www.site1.com
104093,408.48,2,1,2,1,Cat17,none,www.site1.com
104094,88.82,19,18,19,1,Cat3,Type1,www.site2.com
104095,102.53,10,6,7,1,Cat15,none,www.site1.com
104096,394.1,52,46,50,4,Cat22,Type1,www.site2.com
104097,159.8,4,4,9,5,Cat13,Type2,www.site2.com
104098,29.57,6,6,8,2,Cat18,none,www.site1.com
104099,120.58,16,9,12,3,Cat11,none,www.site1.com
104100,29.99,1,1,2,1,Cat6,none,www.site1.com
104101,57.09,10,9,11,2,Cat3,Type1,www.site2.com
104102,5.61,1,1,2,1,none,none,www.site1.com
104103,12.0,1,1,3,2,Cat6,none,www.site1.com
104104,240.41,22,10,12,2,Cat23,none,www.site1.com
104105,48.88,1,1,4,3,Cat17,none,www.site1.com
104106,17.49,1,1,2,1,Cat36,Type2,www.site5.com
104107,57.61,5,5,7,2,Cat59,none,www.site1.com
104108,37.52,2,2,4,2,Cat4,Type2,www.site2.com
104109,72.0,1,1,2,1,Cat3,Type1,www.site2.com
104110,53.24,10,10,11,1,Cat13,Type1,www.site3.com
104111,51.51,2,2,4,2,Cat5,Type2,www.site2.com
104112,63.3,1,1,2,1,Cat18,none,www.site1.com
104113,78.68,2,2,4,2,Cat3,Type1,www.site2.com
104114,46.97,4,4,5,1,Cat24,none,www.site1.com
104115,69.95,1,1,2,1,Cat49,none,www.site1.com
104116,29.06,4,4,7,3,Cat19,Type1,www.site4.com
104117,49.97,1,1,2,1,Cat13,Type5,www.site3.com
104118,26.55,1,1,2,1,Cat3,Type1,www.site2.com
104119,238.0,2,2,4,2,Cat26,Type1,www.site5.com
104120,777.22,37,20,22,2,Cat19,Type1,www.site4.com
104121,63.0,1,1,2,1,Cat3,Type1,www.site2.com
104122,75.0,3,3,6,3,Cat97,none,www.site1.com
104123,51.25,3,3,5,2,Cat19,Type1,www.site4.com
104124,549.0,2,2,3,1,Cat51,none,www.site1.com
104125,123.28,12,10,14,4,Cat14,none,www.site1.com
104126,49.87,2,2,4,2,Cat18,none,www.site1.com
104127,48.14,5,5,7,2,Cat12,none,www.site1.com
104128,158.24,9,4,5,1,Cat42,none,www.site1.com
104129,41.94,4,4,5,1,Cat26,Type2,www.site5.com
104130,29.4,3,2,3,1,Cat3,Type1,www.site2.com
104131,56.59,2,2,3,1,Cat3,Type1,www.site2.com
104132,135.77,2,2,3,1,none,none,www.site1.com
104133,38.6,4,3,5,2,Cat3,Type1,www.site2.com
104134,50.36,6,6,7,1,Cat6,none,www.site1.com
104135,75.41,2,2,4,2,Cat24,none,www.site1.com
104136,79.71,8,7,10,3,Cat41,none,www.site1.com
104137,111.88,2,2,3,1,Cat42,none,www.site1.com
104138,52.26,4,4,5,1,none,none,www.site1.com
104139,323.67,5,2,3,1,Cat8,none,www.site1.com
104140,225.5,3,3,5,2,Cat14,none,www.site1.com
104141,90.98,2,2,3,1,Cat20,none,www.site1.com
104142,89.98,1,1,2,1,none,none,www.site1.com
104143,29.98,2,2,4,2,Cat48,Type1,www.site6.com
104144,10.0,1,1,2,1,Cat17,none,www.site1.com
104145,48.87,1,1,2,1,none,none,www.site1.com
104146,51.35,6,6,7,1,none,none,www.site1.com
104147,2338.98,8,4,6,2,Cat26,Type4,www.site5.com
104148,125.02,12,10,24,14,Cat13,Type1,www.site2.com
104149,92.62,7,6,7,1,Cat21,none,www.site1.com
104150,101.05,17,12,13,1,Cat9,none,www.site1.com
104151,49.76,2,1,2,1,Cat11,none,www.site1.com
104152,782.13,39,21,25,4,Cat3,Type1,www.site2.com
104153,250.5,5,1,2,1,Cat20,none,www.site1.com
104154,48.88,1,1,2,1,Cat17,none,www.site1.com
104155,61.94,4,4,5,1,Cat4,Type1,www.site3.com
104156,56.08,5,5,6,1,Cat18,none,www.site1.com
104157,87.31,9,5,6,1,Cat12,none,www.site1.com
104158,129.88,14,6,7,1,Cat21,none,www.site1.com
104159,83.21,1,1,2,1,Cat12,none,www.site1.com
104160,57.35,11,10,11,1,Cat23,none,www.site1.com
104161,90.63,8,8,11,3,Cat42,none,www.site1.com
104162,98.94,6,4,5,1,Cat44,none,www.site1.com
104163,20.32,5,5,6,1,Cat3,Type1,www.site2.com
104164,19.79,1,1,2,1,Cat3,Type1,www.site2.com
104165,79.35,9,7,9,2,Cat31,none,www.site1.com
104166,69.75,7,7,8,1,Cat21,none,www.site1.com
104167,27.48,2,1,2,1,Cat24,none,www.site1.com
104168,22.5,3,2,3,1,Cat25,none,www.site1.com
104169,55.63,5,4,5,1,Cat14,none,www.site1.com
104170,39.82,2,2,3,1,Cat18,none,www.site1.com
104171,14.0,1,1,2,1,Cat39,Type1,www.site6.com
104172,122.99,1,1,2,1,Cat3,Type1,www.site2.com
104173,173.86,2,2,4,2,Cat18,none,www.site1.com
104174,187.92,8,3,4,1,Cat65,none,www.site1.com
104175,152.73,3,1,2,1,Cat21,none,www.site1.com
104176,27.47,1,1,2,1,Cat47,none,www.site1.com
104177,92.53,10,7,8,1,Cat12,none,www.site1.com
104178,54.0,5,5,6,1,Cat46,none,www.site1.com
104179,160.76,18,14,17,3,Cat12,none,www.site1.com
104180,123.38,7,6,7,1,Cat20,none,www.site1.com
104181,46.8,1,1,2,1,Cat8,none,www.site1.com
104182,30.78,3,1,2,1,Cat3,Type1,www.site2.com
104183,129.4,11,9,10,1,Cat42,none,www.site1.com
104184,32.42,1,1,2,1,Cat37,none,www.site1.com
104185,149.0,1,1,2,1,Cat3,Type1,www.site2.com
104186,56.39,6,6,7,1,Cat1,none,www.site1.com
104187,372.85,1,1,2,1,Cat8,none,www.site1.com
104188,68.05,13,13,14,1,Cat18,none,www.site1.com
104189,288.0,33,24,25,1,Cat18,none,www.site1.com
104190,70.01,5,5,8,3,Cat13,Type2,www.site2.com
104191,344.96,3,2,3,1,Cat3,Type1,www.site2.com
104192,92.48,4,1,2,1,Cat6,none,www.site1.com
104193,10.96,1,1,2,1,Cat21,none,www.site1.com
104194,319.08,8,5,6,1,Cat26,Type2,www.site5.com
104195,103.08,5,3,4,1,Cat12,none,www.site1.com
104196,96.8,10,8,9,1,Cat3,Type1,www.site2.com
104197,16.31,1,1,2,1,Cat3,Type1,www.site2.com
104198,52.85,2,2,3,1,Cat17,none,www.site1.com
104199,58.88,2,2,3,1,Cat3,Type1,www.site2.com
104200,193.97,6,2,3,1,Cat15,none,www.site1.com
104201,50.0,1,1,2,1,Cat20,none,www.site1.com
104202,150.13,1,1,2,1,Cat17,none,www.site1.com
104203,110.1,11,7,8,1,none,none,www.site1.com
104204,6.39,1,1,2,1,Cat24,none,www.site1.com
104205,32.14,2,2,3,1,Cat4,Type1,www.site3.com
104206,49.0,1,1,2,1,Cat14,none,www.site1.com
104207,32.0,1,1,2,1,Cat16,none,www.site1.com
104208,73.15,3,2,3,1,Cat3,Type1,www.site2.com
104209,94.77,9,7,9,2,Cat52,none,www.site1.com
104210,44.97,1,1,2,1,Cat12,none,www.site1.com
104211,48.49,3,2,3,1,Cat30,none,www.site1.com
104212,104.97,1,1,2,1,Cat17,none,www.site1.com
104213,174.92,3,3,4,1,Cat27,none,www.site1.com
104214,28.74,1,1,2,1,Cat11,none,www.site1.com
104215,55.99,1,1,2,1,Cat12,none,www.site1.com
104216,45.0,3,3,4,1,Cat3,Type2,www.site2.com
104217,49.94,1,1,2,1,Cat57,none,www.site1.com
104218,37.84,2,2,3,1,Cat31,none,www.site1.com
104219,42.97,1,1,2,1,Cat3,Type1,www.site2.com
104220,19.0,1,1,2,1,Cat52,none,www.site1.com
104221,72.0,4,4,5,1,Cat4,Type1,www.site3.com
104222,160.4,2,1,2,1,Cat44,none,www.site1.com
104223,247.8,12,4,5,1,Cat3,Type1,www.site2.com
104224,96.75,7,6,8,2,Cat3,Type1,www.site2.com
104225,8.87,1,1,2,1,Cat19,Type2,www.site4.com
104226,29.0,1,1,2,1,Cat3,Type1,www.site2.com
104227,287.99,16,3,5,2,Cat4,Type1,www.site3.com
104228,15.3,2,2,3,1,Cat37,none,www.site1.com
104229,169.99,1,1,2,1,Cat64,none,www.site1.com
104230,19.77,1,1,2,1,Cat12,none,www.site1.com
104231,182.22,8,6,8,2,Cat26,Type2,www.site5.com
104232,159.9,2,2,3,1,Cat18,none,www.site1.com
104233,526.73,14,5,6,1,Cat12,none,www.site1.com
104234,73.14,5,4,7,3,Cat19,Type1,www.site4.com
104235,31.0,2,2,3,1,Cat1,none,www.site1.com
104236,59.0,1,1,2,1,none,none,www.site1.com
104237,34.5,1,1,2,1,Cat4,Type1,www.site3.com
104238,9.47,1,1,2,1,Cat60,none,www.site1.com
104239,117.47,3,3,4,1,Cat16,none,www.site1.com
104240,19.8,2,1,2,1,Cat21,none,www.site1.com
104241,29.97,1,1,2,1,Cat3,Type1,www.site2.com
104242,82.07,6,6,7,1,Cat60,none,www.site1.com
104243,153.1,9,5,6,1,none,none,www.site1.com
104244,15.36,2,2,4,2,Cat87,Type14,www.site2.com
104245,99.35,18,16,19,3,none,none,www.site1.com
104246,287.0,1,1,2,1,none,none,www.site1.com
104247,117.66,4,2,3,1,Cat3,Type1,www.site2.com
104248,36.0,2,2,3,1,Cat12,none,www.site1.com
104249,45.58,3,3,4,1,none,none,www.site1.com
104250,59.98,1,1,2,1,Cat13,Type2,www.site3.com
104251,55.76,6,5,6,1,Cat10,none,www.site1.com
104252,123.0,2,2,4,2,none,none,www.site1.com
104253,75.12,4,3,5,2,Cat45,Type1,www.site5.com
104254,51.68,3,3,4,1,Cat37,none,www.site1.com
104255,530.26,13,3,4,1,Cat3,Type1,www.site2.com
104256,133.96,11,9,11,2,Cat47,none,www.site1.com
104257,100.9,9,6,7,1,Cat49,none,www.site1.com
104258,24.42,8,8,10,2,Cat22,Type1,www.site3.com
104259,48.88,1,1,3,2,Cat17,none,www.site1.com
104260,7.09,1,1,2,1,Cat64,none,www.site1.com
104261,5.0,1,1,2,1,Cat3,Type1,www.site2.com
104262,8.0,2,2,3,1,Cat14,none,www.site1.com
104263,28.12,3,3,4,1,Cat36,Type2,www.site5.com
104264,220.9,14,12,16,4,Cat3,Type1,www.site2.com
104265,14.38,3,3,4,1,Cat21,none,www.site1.com
104266,33.33,1,1,2,1,Cat4,Type1,www.site3.com
104267,90.74,9,9,11,2,Cat33,none,www.site1.com
104268,89.74,10,10,12,2,Cat41,none,www.site1.com
104269,2850.0,21,21,33,12,Cat26,Type1,www.site5.com
104270,161.0,28,25,26,1,Cat7,none,www.site1.com
104271,68.78,1,1,2,1,Cat4,Type1,www.site3.com
104272,19.96,1,1,2,1,Cat3,Type1,www.site2.com
104273,98.94,6,6,10,4,Cat13,Type3,www.site2.com
104274,386.04,82,64,69,5,Cat42,none,www.site1.com
104275,89.99,1,1,2,1,Cat31,none,www.site1.com
104276,71.2,4,4,5,1,Cat45,Type1,www.site5.com
104277,193.2,8,4,8,4,Cat14,none,www.site1.com
104278,138.0,2,2,4,2,Cat38,none,www.site1.com
104279,119.64,3,3,6,3,Cat13,Type3,www.site2.com
104280,43.23,3,2,3,1,Cat25,none,www.site1.com
104281,560.84,28,12,16,4,Cat4,Type1,www.site2.com
104282,49.84,2,2,3,1,Cat15,none,www.site1.com
104283,163.87,3,3,5,2,Cat2,none,www.site1.com
104284,66.27,3,3,4,1,Cat41,none,www.site1.com
104285,27.35,5,5,6,1,Cat12,none,www.site1.com
104286,66.06,12,12,14,2,none,none,www.site1.com
104287,14.84,1,1,2,1,Cat12,none,www.site1.com
104288,58.8,3,3,4,1,Cat49,none,www.site1.com
104289,229.79,4,2,5,3,Cat18,none,www.site1.com
104290,1168.2,22,19,22,3,Cat26,Type1,www.site5.com
104291,17.45,1,1,2,1,Cat4,Type1,www.site3.com
104292,189.29,6,4,7,3,Cat56,none,www.site1.com
104293,99.0,1,1,2,1,Cat18,none,www.site1.com
104294,49.96,1,1,2,1,none,none,www.site1.com
104295,8.74,2,2,3,1,Cat7,none,www.site1.com
104296,133.59,15,15,20,5,Cat19,Type2,www.site4.com
104297,37.95,1,1,2,1,Cat12,none,www.site1.com
104298,14.34,1,1,2,1,Cat52,none,www.site1.com
104299,53.92,10,8,9,1,Cat25,none,www.site1.com
104300,140.9,16,16,17,1,Cat5,Type2,www.site2.com
104301,36.51,3,2,3,1,Cat4,Type1,www.site2.com
104302,89.73,3,1,2,1,Cat52,none,www.site1.com
104303,89.98,2,2,4,2,Cat4,Type1,www.site3.com
104304,152.85,22,19,21,2,none,none,www.site1.com
104305,40.0,2,2,4,2,Cat3,Type1,www.site2.com
104306,60.53,6,5,7,2,Cat47,none,www.site1.com
104307,1305.55,13,3,4,1,Cat23,none,www.site1.com
104308,11.91,1,1,2,1,Cat13,Type5,www.site2.com
104309,72.0,5,3,4,1,Cat41,none,www.site1.com
104310,22.86,3,3,4,1,Cat12,none,www.site1.com
104311,88.46,7,4,5,1,Cat24,none,www.site1.com
104312,55.63,10,10,11,1,none,none,www.site1.com
104313,25.0,1,1,2,1,Cat19,Type2,www.site4.com
104314,26.55,1,1,3,2,Cat48,Type1,www.site6.com
104315,34.95,1,1,2,1,Cat11,none,www.site1.com
104316,105.74,18,18,20,2,Cat3,Type1,www.site2.com
104317,166.41,6,2,3,1,Cat47,none,www.site1.com
104318,150.93,3,1,2,1,Cat57,none,www.site1.com
104319,50.23,3,3,7,4,Cat4,Type1,www.site3.com
104320,9.92,2,2,4,2,Cat21,none,www.site1.com
104321,109.0,1,1,2,1,Cat12,none,www.site1.com
104322,63.41,4,4,6,2,Cat10,none,www.site1.com
104323,76.5,3,2,3,1,Cat12,none,www.site1.com
104324,354.99,1,1,2,1,Cat2,none,www.site1.com
104325,298.89,1,1,2,1,none,none,www.site1.com
104326,139.72,2,2,4,2,Cat3,Type1,www.site2.com
104327,99.64,2,2,4,2,Cat58,none,www.site1.com
104328,74.04,6,6,7,1,Cat56,none,www.site1.com
104329,10.42,2,2,4,2,Cat9,none,www.site1.com
104330,21.98,2,2,3,1,Cat37,none,www.site1.com
104331,167.22,4,4,6,2,Cat87,Type1,www.site3.com
104332,56.38,6,6,7,1,Cat40,none,www.site1.com
104333,50.6,9,9,10,1,none,none,www.site1.com
104334,419.86,40,26,30,4,Cat10,none,www.site1.com
104335,78.62,8,8,9,1,Cat3,Type1,www.site2.com
104336,309.13,1,1,2,1,Cat18,none,www.site1.com
104337,333.49,13,11,13,2,Cat3,Type1,www.site2.com
104338,166.14,3,1,2,1,Cat4,Type2,www.site2.com
104339,14.99,1,1,2,1,Cat4,Type1,www.site3.com
104340,22.0,1,1,2,1,Cat30,none,www.site1.com
104341,299.0,1,1,2,1,Cat3,Type1,www.site2.com
104342,107.25,3,3,7,4,Cat18,none,www.site1.com
104343,73.18,6,5,8,3,Cat78,none,www.site1.com
104344,64.85,3,2,3,1,Cat8,none,www.site1.com
104345,107.92,2,2,3,1,Cat31,none,www.site1.com
104346,50.0,1,1,2,1,Cat3,Type1,www.site2.com
104347,6.62,1,1,2,1,Cat3,Type1,www.site2.com
104348,124.4,6,6,8,2,Cat38,none,www.site1.com
104349,51.03,6,6,7,1,Cat3,Type1,www.site2.com
104350,41.99,2,2,3,1,Cat3,Type1,www.site2.com
104351,24.99,1,1,2,1,Cat3,Type1,www.site2.com
104352,64.21,9,8,9,1,Cat11,none,www.site1.com
104353,633.93,15,3,4,1,Cat6,none,www.site1.com
104354,1.39,1,1,2,1,Cat8,none,www.site1.com
104355,23.49,2,2,3,1,Cat18,none,www.site1.com
104356,18.48,1,1,2,1,Cat3,Type1,www.site2.com
104357,51.21,2,2,3,1,Cat12,none,www.site1.com
104358,170.27,11,9,10,1,Cat12,none,www.site1.com
104359,28.55,1,1,2,1,Cat31,none,www.site1.com
104360,50.58,4,4,5,1,Cat5,Type2,www.site2.com
104361,37.95,1,1,2,1,Cat13,Type2,www.site2.com
104362,51.27,4,4,5,1,Cat45,Type1,www.site5.com
104363,85.9,1,1,2,1,Cat18,none,www.site1.com
104364,230.45,23,13,14,1,Cat10,none,www.site1.com
104365,183.49,9,9,10,1,Cat3,Type1,www.site2.com
104366,129.12,14,13,16,3,Cat11,none,www.site1.com
104367,29.94,2,2,3,1,Cat96,none,www.site1.com
104368,100.55,6,5,8,3,Cat30,none,www.site1.com
104369,1192.0,2,1,2,1,Cat3,Type1,www.site2.com
104370,26.04,1,1,2,1,Cat3,Type1,www.site2.com
104371,19.48,4,4,6,2,Cat21,none,www.site1.com
104372,18.18,1,1,2,1,Cat31,none,www.site1.com
104373,50.53,1,1,2,1,none,none,www.site1.com
104374,184.95,1,1,2,1,Cat8,none,www.site1.com
104375,129.31,2,2,4,2,Cat22,Type2,www.site3.com
104376,1781.0,13,2,3,1,Cat3,Type1,www.site2.com
104377,107.73,1,1,2,1,Cat17,none,www.site1.com
104378,48.88,1,1,2,1,Cat17,none,www.site1.com
104379,6.96,1,1,2,1,Cat3,Type1,www.site2.com
104380,95.07,11,7,9,2,Cat3,Type1,www.site2.com
104381,104.97,1,1,2,1,Cat17,none,www.site1.com
104382,77.62,7,7,9,2,Cat8,none,www.site1.com
104383,56.35,2,2,3,1,Cat4,Type1,www.site3.com
104384,59.0,1,1,2,1,Cat3,Type1,www.site2.com
104385,486.96,2,2,6,4,Cat5,Type2,www.site2.com
104386,7.23,1,1,2,1,Cat4,Type1,www.site3.com
104387,809.94,27,27,33,6,Cat25,none,www.site1.com
104388,75.23,2,2,3,1,Cat5,Type1,www.site2.com
104389,44.0,2,2,3,1,Cat8,none,www.site1.com
104390,21.99,1,1,2,1,Cat20,none,www.site1.com
104391,25.0,1,1,2,1,Cat6,none,www.site1.com
104392,20.94,2,2,3,1,Cat58,none,www.site1.com
104393,299.95,1,1,2,1,Cat4,Type2,www.site2.com
104394,129.0,1,1,2,1,Cat10,none,www.site1.com
104395,29.74,1,1,2,1,Cat23,none,www.site1.com
104396,119.52,2,2,4,2,Cat26,Type2,www.site5.com
104397,92.47,12,12,14,2,Cat12,none,www.site1.com
104398,498.93,2,2,4,2,Cat4,Type1,www.site2.com
104399,330.78,21,17,19,2,Cat23,none,www.site1.com
104400,20.0,1,1,2,1,Cat4,Type1,www.site3.com
104401,14.76,2,2,4,2,Cat25,none,www.site1.com
104402,99.91,8,6,7,1,Cat3,Type1,www.site2.com
104403,109.54,1,1,2,1,Cat12,none,www.site1.com
104404,141.17,14,14,18,4,Cat3,Type1,www.site2.com
104405,37.97,2,2,3,1,Cat31,none,www.site1.com
104406,35.17,2,2,3,1,Cat47,none,www.site1.com
104407,29.94,2,2,3,1,Cat12,none,www.site1.com
104408,28.75,2,2,3,1,Cat3,Type1,www.site2.com
104409,137.99,14,9,11,2,Cat3,Type1,www.site2.com
104410,23.0,2,2,3,1,Cat31,none,www.site1.com
104411,145.02,14,11,12,1,none,none,www.site1.com
104412,208.46,6,6,8,2,Cat43,none,www.site1.com
104413,51.21,3,3,4,1,Cat10,none,www.site1.com
104414,60.14,5,5,6,1,Cat3,Type1,www.site2.com
104415,28.5,5,5,6,1,Cat4,Type2,www.site2.com
104416,1146.78,78,37,45,8,Cat12,none,www.site1.com
104417,33.76,2,2,3,1,Cat3,Type1,www.site2.com
104418,73.6,2,1,2,1,Cat24,none,www.site1.com
104419,117.93,1,1,2,1,Cat17,none,www.site1.com
104420,200.52,8,6,7,1,Cat12,none,www.site1.com
104421,88.0,1,1,2,1,none,none,www.site1.com
104422,377.0,1,1,2,1,Cat8,none,www.site1.com
104423,138.04,1,1,2,1,Cat8,none,www.site1.com
104424,223.19,2,2,3,1,Cat56,none,www.site1.com
104425,108.44,2,2,3,1,Cat3,Type1,www.site2.com
104426,188.37,27,27,30,3,Cat65,none,www.site1.com
104427,18.01,2,2,3,1,Cat4,Type1,www.site2.com
104428,50.95,2,2,3,1,Cat25,none,www.site1.com
104429,398.0,2,2,3,1,Cat49,none,www.site1.com
104430,54.0,3,3,4,1,Cat18,none,www.site1.com
104431,209.0,1,1,2,1,Cat39,Type1,www.site6.com
104432,66.42,3,3,4,1,Cat3,Type1,www.site2.com
104433,51.23,2,2,3,1,Cat20,none,www.site1.com
104434,19.88,1,1,2,1,Cat3,Type1,www.site2.com
104435,50.0,2,2,4,2,Cat19,Type2,www.site4.com
104436,135.12,7,5,7,2,Cat3,Type1,www.site2.com
104437,74.98,1,1,2,1,Cat3,Type1,www.site2.com
104438,47.52,2,1,2,1,Cat49,none,www.site1.com
104439,29.98,1,1,2,1,Cat3,Type1,www.site2.com
104440,27.78,2,2,3,1,Cat23,none,www.site1.com
104441,112.49,3,2,3,1,Cat3,Type1,www.site2.com
104442,161.07,12,7,8,1,Cat3,Type1,www.site2.com
104443,53.05,5,5,6,1,Cat3,Type1,www.site2.com
104444,24.99,1,1,2,1,Cat36,Type1,www.site5.com
104445,385.99,2,2,3,1,Cat4,Type1,www.site3.com
104446,17.98,2,2,4,2,Cat3,Type1,www.site2.com
104447,325.39,24,11,12,1,Cat13,Type2,www.site3.com
104448,95.91,16,10,11,1,Cat14,none,www.site1.com
104449,99.98,1,1,2,1,Cat52,none,www.site1.com
104450,1185.74,13,8,9,1,Cat52,none,www.site1.com
104451,31.85,2,2,3,1,Cat56,none,www.site1.com
104452,14.17,1,1,2,1,Cat2,none,www.site1.com
104453,19.01,3,3,5,2,Cat39,Type1,www.site6.com
104454,464.98,3,3,4,1,Cat24,none,www.site1.com
104455,8.44,1,1,2,1,Cat18,none,www.site1.com
104456,189.0,1,1,2,1,Cat3,Type1,www.site2.com
104457,37.0,1,1,2,1,Cat14,none,www.site1.com
104458,7.0,1,1,2,1,Cat33,none,www.site1.com
104459,16.97,2,2,4,2,Cat3,Type1,www.site2.com
104460,41.0,6,6,8,2,Cat36,Type1,www.site5.com
104461,24.0,4,2,3,1,Cat11,none,www.site1.com
104462,3.96,2,1,2,1,Cat31,none,www.site1.com
104463,120.0,1,1,2,1,Cat3,Type1,www.site2.com
104464,22.46,2,2,3,1,Cat3,Type1,www.site2.com
104465,239.0,2,2,3,1,Cat30,none,www.site1.com
104466,169.0,1,1,2,1,Cat24,none,www.site1.com
104467,74.71,15,7,9,2,Cat42,none,www.site1.com
104468,122.15,6,3,4,1,Cat3,Type1,www.site2.com
104469,195.52,2,1,2,1,Cat21,none,www.site1.com
104470,105.94,5,5,8,3,Cat21,none,www.site1.com
104471,115.71,7,4,7,3,Cat7,none,www.site1.com
104472,16.46,1,1,2,1,Cat67,none,www.site1.com
104473,883.58,52,26,28,2,Cat60,none,www.site1.com
104474,5.54,1,1,2,1,Cat40,none,www.site1.com
104475,110.91,6,6,8,2,Cat25,none,www.site1.com
104476,15.99,1,1,2,1,Cat3,Type1,www.site2.com
104477,100.74,14,14,16,2,Cat54,none,www.site1.com
104478,297.74,12,5,7,2,none,none,www.site1.com
104479,88.0,1,1,2,1,none,none,www.site1.com
104480,42.0,3,3,5,2,Cat6,none,www.site1.com
104481,22.4,1,1,2,1,Cat3,Type1,www.site2.com
104482,154.99,7,3,5,2,none,none,www.site1.com
104483,5.99,1,1,2,1,Cat23,none,www.site1.com
104484,48.88,1,1,2,1,Cat17,none,www.site1.com
104485,65.98,1,1,2,1,Cat21,none,www.site1.com
104486,35.91,3,3,4,1,Cat14,none,www.site1.com
104487,80.24,6,6,10,4,Cat4,Type1,www.site3.com
104488,53.15,3,3,4,1,Cat3,Type1,www.site2.com
104489,15.0,1,1,2,1,Cat40,none,www.site1.com
104490,50.09,7,7,9,2,Cat4,Type1,www.site3.com
104491,80.12,6,6,10,4,Cat47,none,www.site1.com
